10,3220,0.01
11,3322,0.03
12,3407,0.04
13,3462,0.05
14,3483,0.05
15,3473,0.05
16,3462,0.05
17,3450,0.05
18,3430,0.04
19,3436,0.04
20,3414,0.04
21,3329,0.03
22,3202,0.01
23,3090,-0.01
0,2776,-0.06
1,2762,-0.07
2,2778,-0.06
3,2761,-0.07
4,2736,-0.07
5,2720,-0.07
6,2749,-0.07
7,2883,-0.04
8,3057,-0.01
9,3153,0.0
