10,10195,-0.02
11,10250,-0.02
12,10373,-0.01
13,10608,-0.0
14,10873,0.01
15,11081,0.02
16,11157,0.02
17,11208,0.03
18,11319,0.03
19,11365,0.03
20,11459,0.04
21,11380,0.03
22,11197,0.03
23,10995,0.02
0,10192,-0.02
1,10163,-0.02
2,10145,-0.02
3,10219,-0.02
4,10243,-0.02
5,10291,-0.02
6,10237,-0.02
7,10200,-0.02
8,10198,-0.02
9,10164,-0.02
